Customer_id,State,Population,Age,Gender,Churn,Contract,InternetService,Tenure,PaymentMethod,Region,Average_Income
B707938,PA,30815,62,Female,True,Month-to-month,Fiber Optic,42.0,Electronic Check,PA,"$65,167"
C612880,VA,19162,41,Female,False,Month-to-month,Fiber Optic,63.0,Credit Card (automatic),VA,"$68,211"
Q531557,NY,2468,77,Female,False,Two Year,Fiber Optic,44.0,Electronic Check,NY,"$78,089"
C271341,AL,6454,61,Female,False,One year,Fiber Optic,47.0,Mailed Check,AL,"$50,637"
F57817,PA,310,87,Male,False,Two Year,Fiber Optic,71.0,Bank Transfer(automatic),PA,"$65,167"
Q722018,OH,454,54,Male,False,One year,Fiber Optic,56.0,Bank Transfer(automatic),OH,"$57,880"
R65614,NE,135,31,Female,False,Two Year,Fiber Optic,58.0,Electronic Check,NE,"$63,321"
U961818,IL,1363,20,Male,False,One year,Fiber Optic,69.0,Bank Transfer(automatic),IL,"$68,822"
A267630,CO,178,69,Male,False,Month-to-month,Fiber Optic,72.0,Bank Transfer(automatic),CO,"$74,167"
L558926,KY,27,67,Male,False,One year,Fiber Optic,68.0,Credit Card (automatic),KY,"$52,109"
E242415,NJ,44233,26,Female,True,Month-to-month,DSL,45.0,Mailed Check,NJ,"$78,700"
T42915,NV,1171,76,Female,False,Two Year,DSL,48.0,Mailed Check,NV,"$61,282"
F186234,CA,11866,40,Female,False,One year,DSL,64.0,Electronic Check,CA,"$77,339"
N663753,VA,2123,86,Male,False,Two Year,DSL,72.0,Electronic Check,VA,"$68,211"
H960808,CA,31739,45,Female,False,Month-to-month,DSL,72.0,Mailed Check,CA,"$77,339"
L608283,CA,33901,37,Female,False,One year,Fiber Optic,62.0,Credit Card (automatic),CA,"$77,339"
Z993409,ID,1051,77,Female,False,Month-to-month,Fiber Optic,56.0,Bank Transfer(automatic),ID,"$54,537"
F774246,NJ,5491,68,Male,False,Month-to-month,Fiber Optic,47.0,Electronic Check,NJ,"$78,700"
A36623,WV,1903,26,Male,False,Two Year,Fiber Optic,45.0,Credit Card (automatic),WV,"$49,169"
E965419,GA,10815,75,Female,False,Month-to-month,Fiber Optic,65.0,Electronic Check,GA,"$57,129"
G272085,IL,1711,64,Female,False,One year,DSL,70.0,Electronic Check,IL,"$68,822"
K465973,MN,437,87,Female,False,Month-to-month,Fiber Optic,54.0,Bank Transfer(automatic),MN,"$68,010"
W368790,OH,8920,67,Male,False,Two Year,Fiber Optic,68.0,Credit Card (automatic),OH,"$57,880"
Q610916,NM,3412,24,Male,False,Two Year,Fiber Optic,68.0,Bank Transfer(automatic),NM,"$51,500"
O435835,KY,173,59,Female,False,One year,Fiber Optic,69.0,Electronic Check,KY,"$52,109"
Q724137,NH,660,20,Female,False,Month-to-month,DSL,67.0,Mailed Check,NH,"$74,663"
I250725,VA,15299,80,Male,False,One year,DSL,47.0,Mailed Check,VA,"$68,211"
J75757,TN,336,67,Male,False,Month-to-month,DSL,70.0,Electronic Check,TN,"$58,279"
S541475,AL,24570,54,Male,False,Month-to-month,Fiber Optic,71.0,Electronic Check,AL,"$50,637"
P218738,IL,9768,40,Male,False,Two Year,Fiber Optic,39.0,Electronic Check,IL,"$68,822"
O881990,OR,2137,77,Male,False,Two Year,DSL,51.0,Bank Transfer(automatic),OR,"$62,767"
S883911,TX,33015,80,Female,False,Month-to-month,Fiber Optic,60.0,Electronic Check,TX,"$61,985"
V588439,TX,1551,30,Female,False,Month-to-month,Fiber Optic,49.0,Bank Transfer(automatic),TX,"$61,985"
J305888,AZ,2889,35,Female,False,Two Year,Fiber Optic,50.0,Mailed Check,AZ,"$56,667"
Q270313,NC,7738,80,Male,False,Two Year,DSL,43.0,Bank Transfer(automatic),NC,"$57,416"
H750600,KS,6380,88,Female,False,Two Year,Fiber Optic,60.0,Mailed Check,KS,"$60,152"
Z401773,KS,214,64,Male,False,One year,DSL,68.0,Bank Transfer(automatic),KS,"$60,152"
I475020,FL,60191,64,Female,False,Month-to-month,DSL,57.0,Bank Transfer(automatic),FL,"$63,597"
E459915,NY,12390,33,Male,False,Month-to-month,Fiber Optic,52.0,Electronic Check,NY,"$78,089"
A560329,MI,5282,32,Male,False,Month-to-month,Fiber Optic,66.0,Bank Transfer(automatic),MI,"$56,813"
K400482,ID,397,81,Female,False,Month-to-month,DSL,71.0,Credit Card (automatic),ID,"$54,537"
E705949,NC,54,49,Male,False,Two Year,Fiber Optic,68.0,Credit Card (automatic),NC,"$57,416"
M646019,NY,811,73,Male,False,Month-to-month,Fiber Optic,59.0,Bank Transfer(automatic),NY,"$78,089"
O302793,WI,5334,44,Male,False,Month-to-month,Fiber Optic,50.0,Electronic Check,WI,"$61,210"
E698741,KS,1169,79,Female,False,Two Year,Fiber Optic,66.0,Electronic Check,KS,"$60,152"
A987044,MD,26759,42,Female,True,Month-to-month,DSL,57.0,Electronic Check,MD,"$70,730"
D956699,SC,5350,30,Female,False,Month-to-month,DSL,67.0,Credit Card (automatic),SC,"$53,320"
S451747,WV,9205,24,Female,False,Month-to-month,DSL,71.0,Credit Card (automatic),WV,"$49,169"
R45785,NJ,8577,57,Male,False,Month-to-month,Fiber Optic,52.0,Credit Card (automatic),NJ,"$78,700"
R374499,NY,11897,22,Male,False,Month-to-month,Fiber Optic,68.0,Mailed Check,NY,"$78,089"
Y747047,FL,27612,43,Male,False,One year,DSL,56.0,Mailed Check,FL,"$63,597"
D666505,OH,159,58,Female,False,One year,Fiber Optic,51.0,Mailed Check,OH,"$57,880"
K492175,OK,7485,68,Male,False,Month-to-month,DSL,62.0,Credit Card (automatic),OK,"$54,998"
G869245,VT,488,74,Female,False,Two Year,Fiber Optic,56.0,Mailed Check,VT,"$63,206"
N954346,ME,195,87,Male,False,One year,DSL,70.0,Mailed Check,ME,"$59,463"
I493615,WV,898,57,Male,False,Month-to-month,Fiber Optic,37.0,Bank Transfer(automatic),WV,"$49,169"
W345311,VA,25928,34,Male,False,Two Year,Fiber Optic,72.0,Electronic Check,VA,"$68,211"
F86943,NY,813,35,Female,False,Month-to-month,Fiber Optic,71.0,Electronic Check,NY,"$78,089"
F823751,NY,6298,48,Female,False,Month-to-month,DSL,48.0,Bank Transfer(automatic),NY,"$78,089"
I369913,TX,17243,53,Female,False,Month-to-month,Fiber Optic,70.0,Credit Card (automatic),TX,"$61,985"
E702248,TX,14025,42,Female,False,Month-to-month,Fiber Optic,63.0,Bank Transfer(automatic),TX,"$61,985"
H314025,TX,210,18,Male,False,One year,Fiber Optic,52.0,Mailed Check,TX,"$61,985"
C190080,MN,3080,45,Male,False,Two Year,Fiber Optic,55.0,Mailed Check,MN,"$68,010"
N123959,NC,340,24,Male,False,One year,DSL,58.0,Electronic Check,NC,"$57,416"
M899189,PA,4112,68,Male,False,Month-to-month,DSL,71.0,Electronic Check,PA,"$65,167"
J313434,VA,532,79,Male,False,Month-to-month,Fiber Optic,64.0,Mailed Check,VA,"$68,211"
I958169,NY,353,20,Male,False,Month-to-month,Fiber Optic,48.0,Credit Card (automatic),NY,"$78,089"
C116690,NE,338,21,Male,False,One year,Fiber Optic,51.0,Electronic Check,NE,"$63,321"
F882447,NE,95,76,Female,False,One year,DSL,66.0,Mailed Check,NE,"$63,321"
E781539,OH,4300,81,Male,False,Two Year,Fiber Optic,58.0,Bank Transfer(automatic),OH,"$57,880"
N296260,OR,34962,62,Male,False,Month-to-month,DSL,72.0,Credit Card (automatic),OR,"$62,767"
J412316,VA,1624,47,Male,False,Two Year,DSL,69.0,Credit Card (automatic),VA,"$68,211"
T169300,TX,24774,60,Female,False,Month-to-month,Fiber Optic,44.0,Mailed Check,TX,"$61,985"
C708997,TX,69413,25,Female,False,Two Year,Fiber Optic,51.0,Mailed Check,TX,"$61,985"
L277341,OH,18391,78,Male,False,Month-to-month,Fiber Optic,66.0,Credit Card (automatic),OH,"$57,880"
B84035,ND,841,35,Male,False,Month-to-month,Fiber Optic,47.0,Mailed Check,ND,"$66,184"
M65348,WI,448,58,Male,False,One year,Fiber Optic,63.0,Credit Card (automatic),WI,"$61,210"
D560109,FL,9922,25,Female,False,Month-to-month,Fiber Optic,68.0,Electronic Check,FL,"$63,597"
E94706,MO,788,29,Male,False,Two Year,Fiber Optic,60.0,Electronic Check,MO,"$56,551"
U272006,NJ,13269,66,Female,False,Two Year,DSL,63.0,Bank Transfer(automatic),NJ,"$78,700"
P261491,MN,13744,53,Female,False,Month-to-month,Fiber Optic,63.0,Credit Card (automatic),MN,"$68,010"
J281764,GA,25266,33,Male,False,Two Year,Fiber Optic,54.0,Electronic Check,GA,"$57,129"
C34648,FL,4689,34,Female,False,Month-to-month,DSL,70.0,Electronic Check,FL,"$63,597"
Z501442,ME,2068,28,Male,False,Month-to-month,DSL,62.0,Bank Transfer(automatic),ME,"$59,463"
P338134,IA,1104,25,Female,False,Month-to-month,DSL,56.0,Electronic Check,IA,"$58,905"
S704223,VA,32080,55,Female,False,Two Year,Fiber Optic,71.0,Mailed Check,VA,"$68,211"
U645837,TX,35230,88,Female,False,Month-to-month,DSL,67.0,Credit Card (automatic),TX,"$61,985"
F830666,IN,1539,79,Male,False,Two Year,DSL,72.0,Electronic Check,IN,"$57,930"
E577272,GA,26094,24,Female,False,Month-to-month,DSL,61.0,Mailed Check,GA,"$57,129"
P450130,VA,12705,18,Male,False,Month-to-month,Fiber Optic,61.0,Bank Transfer(automatic),VA,"$68,211"
D292974,MT,17,34,Male,False,Month-to-month,Fiber Optic,60.0,Mailed Check,MT,"$57,719"
L594942,NJ,40335,31,Nonbinary,False,Month-to-month,Fiber Optic,71.0,Bank Transfer(automatic),NJ,"$78,700"
D449561,IL,3211,72,Female,False,Month-to-month,Fiber Optic,68.0,Mailed Check,IL,"$68,822"
Z637015,FL,34,56,Male,False,Month-to-month,Fiber Optic,61.0,Credit Card (automatic),FL,"$63,597"
J215190,NE,1232,87,Male,False,Two Year,Fiber Optic,64.0,Credit Card (automatic),NE,"$63,321"
S222652,TX,19092,70,Male,False,One year,DSL,63.0,Mailed Check,TX,"$61,985"
R369407,CA,820,80,Female,False,Month-to-month,Fiber Optic,52.0,Electronic Check,CA,"$77,339"
J339712,TX,38597,62,Male,False,Month-to-month,Fiber Optic,62.0,Electronic Check,TX,"$61,985"
M30542,ME,1082,18,Male,False,Two Year,Fiber Optic,60.0,Mailed Check,ME,"$59,463"
Z709934,ND,237,79,Female,False,Month-to-month,DSL,47.0,Electronic Check,ND,"$66,184"
M18617,WI,1269,42,Male,False,Month-to-month,Fiber Optic,65.0,Credit Card (automatic),WI,"$61,210"
A490867,NJ,27017,41,Male,False,Two Year,Fiber Optic,52.0,Bank Transfer(automatic),NJ,"$78,700"
E605510,CA,6508,28,Female,False,Month-to-month,Fiber Optic,54.0,Bank Transfer(automatic),CA,"$77,339"
C426956,NC,15183,36,Male,False,Month-to-month,DSL,56.0,Bank Transfer(automatic),NC,"$57,416"
N312898,WA,7008,31,Male,False,Two Year,DSL,58.0,Credit Card (automatic),WA,"$75,698"
P401215,CA,36792,81,Male,False,Month-to-month,DSL,63.0,Electronic Check,CA,"$77,339"
Y168157,GA,49694,65,Female,False,Month-to-month,DSL,42.0,Mailed Check,GA,"$57,129"
F702843,MO,5817,64,Male,True,Month-to-month,Fiber Optic,63.0,Credit Card (automatic),MO,"$56,551"
O346280,CA,73778,42,Male,False,Month-to-month,DSL,47.0,Credit Card (automatic),CA,"$77,339"
F789317,IL,3433,43,Male,False,Month-to-month,Fiber Optic,56.0,Mailed Check,IL,"$68,822"
D938071,MO,2723,45,Male,False,Two Year,DSL,62.0,Credit Card (automatic),MO,"$56,551"
J237830,TX,887,35,Female,False,Month-to-month,DSL,64.0,Credit Card (automatic),TX,"$61,985"
W679652,OH,60476,40,Male,False,Two Year,Fiber Optic,63.0,Credit Card (automatic),OH,"$57,880"
I317260,WI,16062,42,Male,False,Two Year,DSL,64.0,Electronic Check,WI,"$61,210"
U00501,KS,524,65,Female,False,Month-to-month,DSL,69.0,Mailed Check,KS,"$60,152"
P980194,NY,31251,86,Female,True,Month-to-month,Fiber Optic,36.0,Mailed Check,NY,"$78,089"
G417160,VT,1730,56,Female,False,Two Year,Fiber Optic,46.0,Credit Card (automatic),VT,"$63,206"
P271479,SD,1455,48,Male,False,One year,Fiber Optic,63.0,Electronic Check,SD,"$65,806"
G340831,VT,75,45,Male,False,One year,Fiber Optic,38.0,Bank Transfer(automatic),VT,"$63,206"
E556319,WA,11195,44,Male,False,One year,Fiber Optic,51.0,Bank Transfer(automatic),WA,"$75,698"
V493123,TX,38568,27,Male,False,Month-to-month,DSL,65.0,Bank Transfer(automatic),TX,"$61,985"
T431514,PA,1537,49,Female,False,Month-to-month,Fiber Optic,46.0,Mailed Check,PA,"$65,167"
K202230,FL,33287,68,Female,False,Month-to-month,DSL,70.0,Electronic Check,FL,"$63,597"
L154203,KS,220,44,Male,False,One year,Fiber Optic,62.0,Mailed Check,KS,"$60,152"
K960941,KS,158,78,Female,False,Two Year,Fiber Optic,71.0,Credit Card (automatic),KS,"$60,152"
W368352,IA,2159,39,Female,False,Month-to-month,Fiber Optic,64.0,Credit Card (automatic),IA,"$58,905"
B568158,IL,227,60,Female,False,Month-to-month,DSL,70.0,Mailed Check,IL,"$68,822"
M235859,MA,16022,87,Male,False,One year,Fiber Optic,41.0,Credit Card (automatic),MA,"$84,945"
X774162,PA,131,42,Female,False,Month-to-month,Fiber Optic,49.0,Electronic Check,PA,"$65,167"
D456001,NY,2901,33,Male,False,One year,DSL,56.0,Mailed Check,NY,"$78,089"
C356278,AR,3937,63,Male,False,Month-to-month,DSL,39.0,Credit Card (automatic),AR,"$51,787"
L319399,MA,19350,72,Male,False,Month-to-month,DSL,66.0,Bank Transfer(automatic),MA,"$84,945"
N10509,IL,412,39,Female,False,Two Year,Fiber Optic,63.0,Electronic Check,IL,"$68,822"
C825312,NH,2180,81,Female,False,One year,Fiber Optic,71.0,Credit Card (automatic),NH,"$74,663"
L129384,OH,14243,51,Female,False,Month-to-month,DSL,59.0,Bank Transfer(automatic),OH,"$57,880"
T56833,VA,13712,39,Female,False,Two Year,Fiber Optic,61.0,Bank Transfer(automatic),VA,"$68,211"
T987467,ME,1570,55,Male,False,Month-to-month,DSL,61.0,Electronic Check,ME,"$59,463"
I62827,LA,7413,49,Male,False,Month-to-month,DSL,55.0,Bank Transfer(automatic),LA,"$54,622"
K316303,KS,2455,18,Female,False,Two Year,Fiber Optic,41.0,Credit Card (automatic),KS,"$60,152"
C661614,PA,680,88,Female,False,Two Year,Fiber Optic,71.0,Electronic Check,PA,"$65,167"
O884860,VA,297,22,Female,False,Month-to-month,Fiber Optic,51.0,Bank Transfer(automatic),VA,"$68,211"
X349441,MI,7514,51,Male,False,Month-to-month,Fiber Optic,51.0,Bank Transfer(automatic),MI,"$56,813"
F486144,MO,754,34,Female,True,Month-to-month,DSL,52.0,Bank Transfer(automatic),MO,"$56,551"
A795602,OK,1659,51,Female,False,Month-to-month,Fiber Optic,57.0,Electronic Check,OK,"$54,998"
P374315,TN,30253,51,Female,False,Two Year,DSL,50.0,Credit Card (automatic),TN,"$58,279"
L393972,CA,16783,72,Female,False,Month-to-month,Fiber Optic,57.0,Bank Transfer(automatic),CA,"$77,339"
L940323,NC,26054,79,Female,False,Two Year,Fiber Optic,71.0,Mailed Check,NC,"$57,416"
U515711,CA,21,80,Male,False,Two Year,Fiber Optic,67.0,Mailed Check,CA,"$77,339"
U344970,MI,1448,24,Male,False,Month-to-month,Fiber Optic,62.0,Mailed Check,MI,"$56,813"
S199014,MO,2004,82,Female,False,Month-to-month,DSL,52.0,Credit Card (automatic),MO,"$56,551"
S944238,TN,1206,46,Female,False,Two Year,Fiber Optic,69.0,Credit Card (automatic),TN,"$58,279"
M752980,OH,61,71,Female,False,One year,DSL,69.0,Electronic Check,OH,"$57,880"
T482512,IA,5044,67,Male,False,Month-to-month,Fiber Optic,68.0,Mailed Check,IA,"$58,905"
L542612,OK,739,77,Male,False,One year,Fiber Optic,66.0,Bank Transfer(automatic),OK,"$54,998"
I679830,MI,865,49,Male,False,One year,Fiber Optic,64.0,Bank Transfer(automatic),MI,"$56,813"
L933426,LA,1210,78,Male,False,Two Year,Fiber Optic,69.0,Bank Transfer(automatic),LA,"$54,622"
K725096,CA,36550,89,Male,False,Month-to-month,DSL,65.0,Bank Transfer(automatic),CA,"$77,339"
D225235,MI,36711,26,Female,False,One year,Fiber Optic,67.0,Electronic Check,MI,"$56,813"
Q822881,TN,6473,42,Male,False,Month-to-month,Fiber Optic,55.0,Bank Transfer(automatic),TN,"$58,279"
K112352,SD,215,45,Male,False,One year,Fiber Optic,59.0,Credit Card (automatic),SD,"$65,806"
N523135,WA,8689,51,Male,False,Two Year,Fiber Optic,69.0,Bank Transfer(automatic),WA,"$75,698"
Q26506,SC,1150,65,Female,True,Two Year,DSL,71.0,Bank Transfer(automatic),SC,"$53,320"
R593883,ND,1348,72,Male,False,Month-to-month,DSL,62.0,Bank Transfer(automatic),ND,"$66,184"
N222050,TN,15738,43,Female,False,Two Year,Fiber Optic,69.0,Electronic Check,TN,"$58,279"
Z460359,IN,6572,44,Female,False,Month-to-month,DSL,48.0,Electronic Check,IN,"$57,930"
K885847,MD,199,50,Male,False,Two Year,Fiber Optic,69.0,Electronic Check,MD,"$70,730"
V698076,CT,4928,86,Male,True,Month-to-month,Fiber Optic,44.0,Bank Transfer(automatic),CT,"$84,972"
A825502,MI,2068,29,Female,False,Month-to-month,Fiber Optic,61.0,Electronic Check,MI,"$56,813"
H928939,CA,39043,56,Female,False,Month-to-month,Fiber Optic,58.0,Electronic Check,CA,"$77,339"
X37445,NC,10056,29,Male,False,Month-to-month,Fiber Optic,48.0,Mailed Check,NC,"$57,416"
J33472,NE,176,73,Male,False,Month-to-month,DSL,66.0,Credit Card (automatic),NE,"$63,321"
C582722,OH,1672,73,Male,False,One year,Fiber Optic,65.0,Bank Transfer(automatic),OH,"$57,880"
L980328,IA,2335,65,Male,False,Two Year,DSL,69.0,Electronic Check,IA,"$58,905"
X808372,IN,285,82,Male,True,Month-to-month,Fiber Optic,48.0,Bank Transfer(automatic),IN,"$57,930"
B601895,SC,5190,83,Male,False,Month-to-month,Fiber Optic,68.0,Credit Card (automatic),SC,"$53,320"
E920808,IL,26749,49,Female,False,Month-to-month,Fiber Optic,63.0,Bank Transfer(automatic),IL,"$68,822"
X972558,CA,19556,82,Female,False,Month-to-month,Fiber Optic,48.0,Electronic Check,CA,"$77,339"
V330988,TX,9725,79,Male,False,Two Year,Fiber Optic,71.0,Credit Card (automatic),TX,"$61,985"
T767556,WV,4976,77,Male,True,Month-to-month,Fiber Optic,61.0,Bank Transfer(automatic),WV,"$49,169"
R790383,MI,1236,18,Male,False,Month-to-month,Fiber Optic,70.0,Mailed Check,MI,"$56,813"
B831355,AR,6460,26,Male,False,Month-to-month,Fiber Optic,67.0,Bank Transfer(automatic),AR,"$51,787"
M231870,SC,15762,22,Female,False,Month-to-month,Fiber Optic,60.0,Electronic Check,SC,"$53,320"
P635169,NY,471,66,Female,False,Two Year,Fiber Optic,61.0,Bank Transfer(automatic),NY,"$78,089"
Y584273,MN,28849,63,Female,False,Month-to-month,Fiber Optic,71.0,Electronic Check,MN,"$68,010"
E559589,KS,1920,54,Male,False,Month-to-month,Fiber Optic,59.0,Bank Transfer(automatic),KS,"$60,152"
S812132,AR,1148,35,Male,False,Month-to-month,Fiber Optic,66.0,Bank Transfer(automatic),AR,"$51,787"
A957431,GA,20167,80,Male,False,Two Year,Fiber Optic,51.0,Bank Transfer(automatic),GA,"$57,129"
X748009,NC,1962,72,Female,False,Month-to-month,Fiber Optic,71.0,Mailed Check,NC,"$57,416"
T279040,TX,4611,50,Male,False,Month-to-month,Fiber Optic,64.0,Electronic Check,TX,"$61,985"
W619405,IL,920,77,Female,False,Month-to-month,Fiber Optic,72.0,Electronic Check,IL,"$68,822"
D683005,WA,1576,61,Female,False,Two Year,DSL,71.0,Bank Transfer(automatic),WA,"$75,698"
D840710,MI,1480,29,Male,False,Two Year,DSL,59.0,Credit Card (automatic),MI,"$56,813"
C37582,NY,15,84,Female,False,Month-to-month,Fiber Optic,68.0,Electronic Check,NY,"$78,089"
S59586,AR,40770,30,Male,True,Month-to-month,Fiber Optic,52.0,Bank Transfer(automatic),AR,"$51,787"
Z16192,CA,8979,41,Male,False,Two Year,DSL,61.0,Bank Transfer(automatic),CA,"$77,339"
C533700,VT,1666,77,Male,False,Month-to-month,Fiber Optic,43.0,Mailed Check,VT,"$63,206"
P82698,IL,561,28,Female,False,Month-to-month,Fiber Optic,59.0,Credit Card (automatic),IL,"$68,822"
X577275,AR,368,84,Female,False,One year,Fiber Optic,56.0,Mailed Check,AR,"$51,787"
Q857934,IL,845,77,Female,False,One year,Fiber Optic,70.0,Credit Card (automatic),IL,"$68,822"
W815471,OR,3989,86,Male,False,Two Year,Fiber Optic,63.0,Credit Card (automatic),OR,"$62,767"
Z514718,KS,204,63,Male,False,Month-to-month,Fiber Optic,54.0,Bank Transfer(automatic),KS,"$60,152"
M144568,HI,0,69,Male,False,Month-to-month,Fiber Optic,54.0,Mailed Check,HI,"$61,175"
V366783,NV,162,67,Female,False,One year,Fiber Optic,53.0,Bank Transfer(automatic),NV,"$61,282"
Q190990,VA,4409,21,Female,False,Month-to-month,Fiber Optic,65.0,Bank Transfer(automatic),VA,"$68,211"
O326088,CA,37377,48,Female,False,Month-to-month,DSL,52.0,Electronic Check,CA,"$77,339"
A300601,GA,1966,76,Female,False,Month-to-month,DSL,65.0,Credit Card (automatic),GA,"$57,129"
V630491,GA,29490,21,Male,False,Month-to-month,DSL,59.0,Credit Card (automatic),GA,"$57,129"
B469043,WA,8146,24,Male,False,Month-to-month,Fiber Optic,69.0,Mailed Check,WA,"$75,698"
P530226,WI,5762,77,Female,False,Two Year,DSL,72.0,Mailed Check,WI,"$61,210"
Y178063,AR,2475,53,Male,False,Month-to-month,DSL,72.0,Bank Transfer(automatic),AR,"$51,787"
W674486,LA,6553,34,Male,False,Month-to-month,DSL,63.0,Electronic Check,LA,"$54,622"
A991604,MI,507,58,Female,False,Two Year,DSL,70.0,Credit Card (automatic),MI,"$56,813"
Q924752,DE,1780,33,Nonbinary,False,Month-to-month,DSL,55.0,Mailed Check,DE,"$61,387"
P576478,CT,11275,60,Male,False,Two Year,DSL,69.0,Electronic Check,CT,"$84,972"
U495259,AL,6962,56,Female,False,Two Year,DSL,65.0,Bank Transfer(automatic),AL,"$50,637"
T114413,GA,1296,48,Male,False,Month-to-month,Fiber Optic,51.0,Electronic Check,GA,"$57,129"
N969918,IA,1455,62,Male,False,Month-to-month,DSL,58.0,Credit Card (automatic),IA,"$58,905"
C726077,NY,13,61,Male,False,Month-to-month,Fiber Optic,70.0,Mailed Check,NY,"$78,089"
E370463,IN,556,37,Male,False,Two Year,DSL,61.0,Credit Card (automatic),IN,"$57,930"
B803995,PA,719,89,Female,False,One year,Fiber Optic,70.0,Bank Transfer(automatic),PA,"$65,167"
I139966,TX,69,68,Female,True,Month-to-month,Fiber Optic,57.0,Electronic Check,TX,"$61,985"
M750521,NC,1619,82,Male,False,Two Year,Fiber Optic,42.0,Electronic Check,NC,"$57,416"
R75508,PA,6438,41,Male,False,Month-to-month,Fiber Optic,60.0,Electronic Check,PA,"$65,167"
A871046,KY,7691,54,Female,False,Month-to-month,Fiber Optic,59.0,Credit Card (automatic),KY,"$52,109"
O962208,VA,18540,36,Male,False,One year,DSL,56.0,Bank Transfer(automatic),VA,"$68,211"
Q170446,CA,16850,36,Male,False,Two Year,DSL,38.0,Electronic Check,CA,"$77,339"
M144232,KY,480,65,Male,False,Month-to-month,DSL,66.0,Mailed Check,KY,"$52,109"
D229153,AR,698,25,Male,False,Month-to-month,Fiber Optic,60.0,Electronic Check,AR,"$51,787"
D953868,IN,152,53,Male,False,Two Year,Fiber Optic,71.0,Bank Transfer(automatic),IN,"$57,930"
W453254,SD,424,31,Male,False,Month-to-month,DSL,64.0,Electronic Check,SD,"$65,806"
W204997,CO,12864,63,Male,False,Month-to-month,Fiber Optic,59.0,Credit Card (automatic),CO,"$74,167"
E77227,CA,14550,85,Female,False,Month-to-month,Fiber Optic,59.0,Electronic Check,CA,"$77,339"
F504193,CT,325,74,Male,False,One year,Fiber Optic,47.0,Bank Transfer(automatic),CT,"$84,972"
E941116,CO,751,43,Male,False,Two Year,DSL,65.0,Bank Transfer(automatic),CO,"$74,167"
L403049,LA,1210,35,Female,False,Two Year,Fiber Optic,64.0,Bank Transfer(automatic),LA,"$54,622"
Q461091,PA,16665,82,Male,False,Two Year,Fiber Optic,72.0,Bank Transfer(automatic),PA,"$65,167"
Z357278,NJ,5100,86,Female,False,Month-to-month,Fiber Optic,65.0,Electronic Check,NJ,"$78,700"
S422197,FL,21409,60,Female,False,Month-to-month,Fiber Optic,55.0,Mailed Check,FL,"$63,597"
C647303,WA,30373,56,Female,False,Month-to-month,Fiber Optic,54.0,Bank Transfer(automatic),WA,"$75,698"
K619026,PA,1203,58,Male,False,One year,Fiber Optic,53.0,Credit Card (automatic),PA,"$65,167"
V409169,MI,16943,60,Male,False,Two Year,DSL,54.0,Electronic Check,MI,"$56,813"
N695754,ID,514,36,Male,False,Two Year,Fiber Optic,63.0,Credit Card (automatic),ID,"$54,537"
G798762,PA,12078,20,Female,False,Two Year,DSL,58.0,Bank Transfer(automatic),PA,"$65,167"
W705014,CA,2242,64,Female,False,Month-to-month,DSL,66.0,Mailed Check,CA,"$77,339"
Y93277,CA,83782,55,Female,False,Month-to-month,Fiber Optic,47.0,Credit Card (automatic),CA,"$77,339"
V155685,NJ,26325,85,Female,False,Two Year,Fiber Optic,48.0,Credit Card (automatic),NJ,"$78,700"
O263182,SC,1336,18,Female,False,Month-to-month,DSL,59.0,Electronic Check,SC,"$53,320"
U338809,CA,551,19,Female,False,Month-to-month,DSL,71.0,Electronic Check,CA,"$77,339"
G569062,IA,460,59,Female,True,Month-to-month,DSL,72.0,Electronic Check,IA,"$58,905"
Y803084,TN,9191,32,Female,False,Two Year,DSL,39.0,Mailed Check,TN,"$58,279"
T207990,WV,3091,29,Female,False,One year,DSL,67.0,Mailed Check,WV,"$49,169"
W488390,OK,3011,83,Male,False,Two Year,Fiber Optic,64.0,Electronic Check,OK,"$54,998"
F153748,NY,21900,41,Male,False,Two Year,Fiber Optic,65.0,Electronic Check,NY,"$78,089"
Z188926,MN,341,69,Female,False,Month-to-month,Fiber Optic,68.0,Electronic Check,MN,"$68,010"
J947579,TX,1488,30,Male,False,Two Year,Fiber Optic,69.0,Bank Transfer(automatic),TX,"$61,985"
I175937,KS,347,25,Male,False,Two Year,Fiber Optic,56.0,Mailed Check,KS,"$60,152"
F18401,MI,38659,66,Male,False,Month-to-month,Fiber Optic,47.0,Electronic Check,MI,"$56,813"
X584197,MD,5682,83,Female,False,Month-to-month,Fiber Optic,40.0,Bank Transfer(automatic),MD,"$70,730"
C643455,IL,2368,27,Male,False,One year,Fiber Optic,52.0,Electronic Check,IL,"$68,822"
J327417,AL,53841,89,Male,False,One year,DSL,71.0,Mailed Check,AL,"$50,637"
J622447,TX,357,39,Male,False,One year,Fiber Optic,59.0,Credit Card (automatic),TX,"$61,985"
A948573,PA,18181,42,Female,False,Month-to-month,Fiber Optic,68.0,Credit Card (automatic),PA,"$65,167"
T195574,KS,33735,54,Female,False,Month-to-month,DSL,63.0,Electronic Check,KS,"$60,152"
S88773,LA,12326,64,Male,False,Month-to-month,Fiber Optic,71.0,Credit Card (automatic),LA,"$54,622"
W817328,PA,4350,53,Female,False,Month-to-month,DSL,44.0,Mailed Check,PA,"$65,167"
K154214,NY,1378,51,Female,False,Two Year,Fiber Optic,60.0,Mailed Check,NY,"$78,089"
